movie_id,title,genres,cast,crew,keywords
574,The Man Who Knew Too Much,"Adventure,Crime,Drama,Mystery,Thriller","James Stewart,Doris Day,Brenda De Banzie,Bernard Miles,Alan Mowbray,Hillary Brooke,Christopher Olsen,Daniel Gélin,Reggie Nalder,Bernard Herrmann,Carolyn Jones,Alix Talton,Richard Wattis,Ralph Truman,Mogens Wieth,Noel Willman,Yves Brainville,Patrick Aherne,Frank Albertson,Frank Atkinson,John Barrard,Mayne Lynton,Clifford Buckton,Walter Bacon,Lovyss Bradley,Nora Bush,Ann Kunde,Jean Ransome,Albert Carrier,Louis Mercier,Anthony Warde,Frank Baker","Alfred Hitchcock,Howard Joslin,Basil Keys","london england,assassination,scotland yard,bus,morocco,paranoia,british,suspense,american,physician,frenchman,inter cultural,cymbals"
845,Strangers on a Train,"Crime,Drama,Thriller","Farley Granger,Robert Walker,Ruth Roman,Patricia Hitchcock,Kasey Rogers,Leo G. Carroll,Marion Lorne,Jonathan Hale",Alfred Hitchcock,"perfect crime,obsession,island,carousel ,train ride,psychopath,lighter,murder,cheating wife,strangulation,amusement park,husband wife estrangement,woman with glasses,chance meeting,film noir,cocktail party,fiancée,storm drain,tennis match,tennis pro"
1978,Stage Fright,Thriller,"Marlene Dietrich,Jane Wyman,Michael Wilding,Richard Todd,Alastair Sim,Sybil Thorndike,André Morell",Alfred Hitchcock,"london england,falsely accused,lover,extramarital affair"
3682,54,"Music,Drama","Ryan Phillippe,Salma Hayek,Breckin Meyer,Mike Myers,Neve Campbell,Sherry Stringfield,Sela Ward,Daniel Lapaine,Erika Alexander,Heather Matarazzo,Aemilia Robinson,Skipp Sudduth,Mark Ruffalo,Lauren Hutton,Arthur J. Nascarella,John Hines,Barbara Radecki","Mark Christopher,Patricia Green","new york,sex,nightclub,money,drug,disco"
117,The Untouchables,"Crime,Drama,History,Thriller","Kevin Costner,Sean Connery,Charles Martin Smith,Andy García,Robert De Niro,Richard Bradford,Jack Kehoe,Brad Sullivan,Billy Drago,Patricia Clarkson,Vito D'Ambrosio,Steven Goldstein,Peter Aylward,Don Harvey,Robert Swan,John J. Walsh,Del Close,Colleen Bade,Greg Noonan,Sean Grennan,Larry Viverito Sr.,Kevin Michael Doyle,Mike Bacarella,Michael P. Byrne,Kaitlin Montgomery,Aditra Kohl,Charles Keller Watson,Larry Brandenburg","Brian De Palma,James W. Skotchdopole,Glen Trotiner,Sioux Richards,Joe Napolitano,Richard Patrick","white suit,al capone,tough cop,treasury agent,untouchable,tax evasion,jury tampering,rule of law,rooftop chase,cutting face while shaving,1930s"
4175,Under Capricorn,Drama,"Ingrid Bergman,Joseph Cotten,Michael Wilding,Margaret Leighton,Cecil Parker,Denis O'Dea",Alfred Hitchcock,"loss of brother,love of one's life,penitentiary,class society,australia,run away"
940,The Lady Vanishes,"Mystery,Thriller","Margaret Lockwood,Michael Redgrave,Dame May Whitty,Paul Lukas,Basil Radford,Naunton Wayne,Cecil Parker,Linden Travers,Mary Clare",Alfred Hitchcock,"secret agent,concussion,flowerpot,search for witnesses,conspiracy,train,old lady,missing person,magician,adulterous couple"
2762,Young and Innocent,"Drama,Crime","Nova Pilbeam,Derrick De Marney,Percy Marmont,Edward Rigby,Mary Clare,John Longden,George Curzon","Alfred Hitchcock,Alma Reville","falsely accused,country house,murder,suspense"
2761,Secret Agent,Thriller,"John Gielgud,Peter Lorre,Madeleine Carroll,Robert Young",Alfred Hitchcock,"spy,hotel,switzerland,world war i,suspense"
8208,The Man Who Knew Too Much,"Drama,Thriller","Leslie Banks,Peter Lorre,Pierre Fresnay,Hugh Wakefield,Frank Vosper",Alfred Hitchcock,"assassination,attempted kidnapping"
31930,Murder!,"Mystery,Thriller","Herbert Marshall,Norah Baring,Phyllis Konstam,Edward Chapman,Miles Mander,Esme Percy,Donald Calthrop,Esme V. Chaplin,Amy Brandon Thomas,Joynson Powell,S.J. Warmington,Marie Wright,Hannah Jones,Una O'Connor","Alfred Hitchcock,Frank Mills",
543,Blackmail,"Drama,Thriller,Crime","Anny Ondra,Sara Allgood,Charles Paton,John Longden,Donald Calthrop",Alfred Hitchcock,"scotland yard,blackmail,knife,gloves"
431,Cube,"Thriller,Science Fiction,Mystery","Nicole de Boer,Nicky Guadagni,David Hewlett","Vincenzo Natali,Lisa Burling,Patricia Joyes","riddle,autism,claustrophobia,maze,prime number,entrapment,mathematics,murder,escape,violence,numbers,canuxploitation"
84116,"Grandview, U.S.A.",Drama,"Jamie Lee Curtis,C. Thomas Howell,Patrick Swayze,Jennifer Jason Leigh,William Windom,Troy Donahue,Carole Cook,M. Emmet Walsh",Randal Kleiser,"female nudity,father son relationship,bondage,small town,nudity,revenge,growing up,independent film,coming of age,demolition derby"
3525,Working Girl,"Comedy,Drama,Romance","Harrison Ford,Melanie Griffith,Sigourney Weaver,Alec Baldwin,Joan Cusack,Philip Bosco,Nora Dunn,Oliver Platt,James Lally,Kevin Spacey","Mike Nichols,Mary Bailey","love triangle,clerk,business,new york city"
2321,Married to the Mob,"Comedy,Crime,Romance","Michelle Pfeiffer,Matthew Modine,Oliver Platt,Alec Baldwin,Dean Stockwell,Mercedes Ruehl,Joan Cusack,Colin Quinn,Ellen Foley,O-Lan Jones,Nancy Travis,Joe Spinell",Jonathan Demme,"fbi,romantic comedy,mobster,italian american,starting over"
2028,Say Anything...,"Comedy,Drama,Romance","John Cusack,Ione Skye,John Mahoney,Lili Taylor,Amy Brooks,Pamela Adlon,Jason Gould,Loren Dean",Cameron Crowe,"england,seattle,daughter,high school,kickboxer"
5971,We're No Angels,"Comedy,Crime,Drama","Robert De Niro,Sean Penn,Demi Moore,Hoyt Axton,Bruno Kirby",Neil Jordan,"prison,prisoner,independent film"
881,A Few Good Men,Drama,"Tom Cruise,Jack Nicholson,Demi Moore,Kevin Bacon,Kevin Pollak,James Marshall,J.T. Walsh,Kiefer Sutherland","Rob Reiner,Frank Capra III,Matthew H. Rowland,Kerry Lyn McKissick","suicide,underdog,suspicion of murder,court case,navy,law,dying and death,guantanamo bay,marine corps,military court,code red,command,military base,u.s. navy,sexism,right and justice,based on play or musical,court martial,flashback,platoon leader,military law"
4478,Indecent Proposal,Drama,"Robert Redford,Demi Moore,Woody Harrelson,Seymour Cassel,Oliver Platt,Billy Bob Thornton,Billy Connolly,Rip Taylor,Pierre Epstein,Joel Brooks,Pamela Holt,Nicholas Georgiade,Danny Zorn,Kevin West,Tommy Bush,Mariclare Costello,Jedda Jones,Myra J.,Edwonda White,Frankie J. Allison",Adrian Lyne,"gambling,adultery,love of one's life,shortage of money,millionaire"
2109,Rush Hour,"Action,Comedy,Crime,Thriller","Jackie Chan,Chris Tucker,Ken Leung,Tom Wilkinson,Tzi Ma,Chris Penn,Robert Littman,Michael Chow,Julia Hsu,Kai Lennox,Elizabeth Peña",Brett Ratner,"two man army,consul,crime lord,art treasures,reference to chelsea clinton,roses are red poem,duringcreditsstinger"
8195,Ronin,"Action,Thriller,Crime,Adventure","Robert De Niro,Jean Reno,Natascha McElhone,Stellan Skarsgård,Sean Bean,Jonathan Pryce,Skipp Sudduth,Katarina Witt,Michael Lonsdale,Ron Perkins,Féodor Atkine,Daniel Breton,Amidou,Jan Tříska,Bernard Bloch,Léopoldine Serre","John Frankenheimer,Angela Allen,Mishka Cheyko","paris,france,arms deal,mercenary,audi,impostor,case,violence,ice skating,computer expert,ex kgb,preparation,cellular phone trace,merry go round"
1091,The Thing,"Horror,Mystery,Science Fiction","Kurt Russell,Keith David,Wilford Brimley,Donald Moffat,Richard Dysart,Charles Hallahan","John Carpenter,Candy Artmont,Christine Wilson","ice,space marine,paranoia,snow storm,norwegian,research station,alien life-form,remake,alien,antarctica,shape shifting alien,sled dogs"
162,Edward Scissorhands,"Fantasy,Drama,Romance","Johnny Depp,Winona Ryder,Dianne Wiest,Alan Arkin,Anthony Michael Hall,Vincent Price,Kathy Baker,Robert Oliveri,Conchata Ferrell,Caroline Aaron,Dick Anthony Williams,O-Lan Jones,Susan Blommaert,Linda Perri",Tim Burton,"underdog,love at first sight,hairdresser,small town,scissors,inventor,burglar,unsociability"
8916,Antz,"Adventure,Animation,Comedy,Family","Woody Allen,Dan Aykroyd,Anne Bancroft,Danny Glover,Gene Hackman,Jane Curtin,Jennifer Lopez,John Mahoney,Paul Mazursky","Eric Darnell,Tim Johnson,James Buckhouse","general,hero,worker,ant,work,assignment,war,princess,soldier,individuality,friend"
3121,Nashville,"Drama,Music","David Arkin,Barbara Baxley,Ned Beatty,Karen Black,Ronee Blakley,Timothy Brown,Keith Carradine,Geraldine Chaplin,Robert DoQui,Shelley Duvall,Allen Garfield,Henry Gibson,Scott Glenn,Jeff Goldblum,Barbara Harris,David Hayward,Michael Murphy,Allan F. Nicholls","Robert Altman,Joyce King","satire,candidate,celebrity worship"
4975,Love Is the Devil: Study for a Portrait of Francis Bacon,"TV Movie,Drama","Derek Jacobi,Daniel Craig,Tilda Swinton",John Maybury,"gay,painter,loss of lover,new love,artists' life,arts,lgbt"
134368,One Tough Cop,,"Stephen Baldwin,Chris Penn,Michael McGlone,Gina Gershon,Christopher Bregman",Bruno Barreto,"police brutality,internal affairs,interrogation,crime family,hostess"
4437,2010,"Thriller,Science Fiction","Roy Scheider,John Lithgow,Helen Mirren,Bob Balaban,Keir Dullea,Douglas Rain,Madolyn Smith Osborne,Savely Kramarov,Taliesin Jaffe",Peter Hyams,"jupiter,super computer,space travel,space mission,ghost ship,outer space,astronaut,monolith"
1955,The Elephant Man,"Drama,History","Anthony Hopkins,John Hurt,Anne Bancroft,John Gielgud,Wendy Hiller,Freddie Jones,Michael Elphick,John Standing,Phoebe Nicholls,Kenny Baker,Helen Ryan,John Standing,Dexter Fletcher,Lesley Dunlop,Pat Gorman,Claire Davenport,Orla Pederson,Patsy Smart,Kathleen Byron,William Morgan Sheppard,Hannah Gordon,Frederick Treves,Richard Hunter,Robert Lewis Bush,Roy Evans,Joan Rhodes","David Lynch,Anthony Waye,Ceri Evans","exploitation,biography,hospital,curiosity,sideshow,disfigurement,physical deformity,freak,19th century,dignity"
2657,Pleasantville,"Fantasy,Drama,Comedy","Tobey Maguire,Reese Witherspoon,William H. Macy,Joan Allen,Jeff Daniels,Don Knotts,Paul Walker,Jane Kaczmarek",Gary Ross,"brother sister relationship,tv show,dystopia,book burning,satire,coming of age,racism,black and white,alternate reality,colour"
637,Life Is Beautiful,"Comedy,Drama","Nicoletta Braschi,Roberto Benigni,Giorgio Cantarini,Giustino Durano,Amerigo Fontani,Sergio Bini Bustric,Lidia Alfonsi,Horst Buchholz,Pietro De Silva,Marisa Paredes,Giuliana Lojodice","Roberto Benigni,Gianni Arduini","italy,riddle,bookshop,self sacrifice,mass murder,concentration camp,bicycle accident,fascism,loss of father,world war ii,love of one's life,deportation,jew persecution,fantasy,nazis,national socialism,charade,riding a bicycle,price,story teller,concentration camp prisoner,dying and death,peekaboo"
8675,Orgazmo,Comedy,"Trey Parker,Dian Bachar,Matt Stone,Ron Jeremy,Michael Dean Jacobs,Robyn Lynne Raab,Andrew Kemler,David Dunn,Joseph Arsenault,Marcus Vaughn,Joseph Moore",Trey Parker,"pornography,sex,secret,fight,star,superhero,independent film,wedding,crime,mormon,woman director,sidekick,henchmen"
73,American History X,Drama,"Edward Norton,Edward Furlong,Beverly D'Angelo,Avery Brooks,Jennifer Lien,Ethan Suplee,Stacy Keach,Fairuza Balk,Elliott Gould,Guy Torry,William Russ,Joe Cortese,Jason Bose Smith,Antonio David Lyons,Alex Sol,Giuseppe Andrews,Keram Malicki-Sánchez,Michelle Christine White,Jonathan Fowler Jr.,Christopher Masterson,Jordan Marder,Nicholas R. Oleson,Paul Le Mat,Thomas L. Bellissimo,Cherish Lee,Sam Vlahos","Tony Kaye,Ira Hurvitz,Mark Cotone,David Larson","usa,neo-nazi,prison,skinhead,brother brother relationship,rape,fascism,brother,basketball,jail,school,swastika,los angeles,family,hate,neo nazism,xenophobia,interracial friendship,nazism,prison rape"
3033,Gods and Monsters,Drama,"Ian McKellen,Brendan Fraser,Lynn Redgrave,Lolita Davidovich,David Dukes",Bill Condon,"gay,film director,dying and death,biography,homosexuality,author,lgbt elderly"
4518,Elizabeth,"Drama,History","Cate Blanchett,Geoffrey Rush,Christopher Eccleston,Joseph Fiennes,Richard Attenborough,Fanny Ardant,Eric Cantona,Vincent Cassel,Kathy Burke","Shekhar Kapur,Pat Rambaut","duke,historical figure,treason,catholic,protestant"
3600,I Still Know What You Did Last Summer,"Horror,Mystery,Thriller","Jennifer Love Hewitt,Freddie Prinze Jr.,Mekhi Phifer,Brandy Norwood,Muse Watson","Danny Cannon,Pamela Alch,Louis D'Esposito","competition,island,radio,bahamas,college,knife,fisherman,vacation,revenge,murder,marijuana,resort,blood,slasher,storm,hook,killer"
8336,The Naked Man,"Comedy,Thriller","Michael Rapaport,Michael Jeter",J. Todd Anderson,"male nudity,double life,wrestling,murder,doctor,penis,murder hunt"
2042,Savior,"History,Drama,War","Dennis Quaid,Pascal Rollin,Catlin Foster,Stellan Skarsgård",Predrag Antonijević,"civil war,women,rape,mercenary,war,serbian,atrocity"
309,The Celebration,Drama,"Ulrich Thomsen,Henning Moritzen,Thomas Bo Larsen,Paprika Steen,Birthe Neumann,Trine Dyrholm,Helle Dolleris,Therese Glahn,Klaus Bondam,Bjarne Henriksen",Thomas Vinterberg,"suicide,father son relationship,child abuse,sexual abuse,depression,parent child relationship,secret,birthday,twin sister,hotelier,country house,daughter,dogme 95,family reunion,lecture,child"
692,Pink Flamingos,"Horror,Comedy,Crime","Divine,David Lochary,Mary Vivian Pearce,Mink Stole,Danny Mills",John Waters,"gay,trailer park,pop culture,drug dealer,heroin,fetishism,spanner,excrements ,disgust,dog dirt,van,independent film,adult humor,unsimulated sex,cult classic,drag,hitchhike"
1678,Godzilla,"Thriller,Horror,Science Fiction","Akira Takarada,Momoko Kôchi,Akihiko Hirata,Takashi Shimura,Fuyuki Murakami,Sachio Sakai,Ren Yamamoto,Toyoaki Suzuki,Toranosuke Ogawa,Hiroshi Hayashi,Seijirô Onda,Kin Sugai,Kokuten Kôdô,Tadashi Okabe,Jirô Mitsuaki",Ishirô Honda,"japan,japanese,island,shipwreck,ship,lizard,giant lizard,godzilla,kaiju,animal horror"
1680,King Kong vs. Godzilla,"Action,Adventure,Science Fiction","Tadao Takashima,Kenji Sahara,Yû Fujiki,Ichirô Arishima,Jun Tazaki,Akihiko Hirata,Mie Hama,Akiko Wakabayashi,Akemi Negishi,Yoshio Kosugi,Yoshifumi Tajima,Ikio Sawamura,Someshô Matsumoto,Ko Mishima,Sachio Sakai,Tatsuo Matsumura,Senkichi Ômura",Ishirô Honda,"japan,helicopter,japanese,mutant,island,octopus,giant lizard,godzilla,sequel,jungle,giant monster,king kong,tokyo japan,tokusatsu,gojira,kaiju,giant ape,giant octopus,lost world"
244,King Kong,"Action,Adventure,Drama,Horror","Robert Armstrong,Fay Wray,Bruce Cabot,Frank Reicher,Victor Wong,James Flavin,Sam Hardy","Merian C. Cooper,Ernest B. Schoedsack","film business,screenplay,film making,film producer,exotic island,ship,great depression,unsociability,king kong,dinosaur,new york city,sea voyage,damsel in distress,empire state building,actress,animal horror,great ape"
8130,Desperately Seeking Susan,Comedy,"Madonna,Rosanna Arquette,Aidan Quinn,Mark Blum,Robert Joy,Laurie Metcalf,Anna Levine,Will Patton,Steven Wright,John Turturro","Susan Seidelman,Ira Hurvitz","amnesia,rolling stone,lonely hearts ad,woman director"
707,A View to a Kill,"Adventure,Action,Thriller","Roger Moore,Christopher Walken,Tanya Roberts,Grace Jones,Patrick Macnee,Patrick Bauchau,David Yip,Fiona Fullerton,Manning Redwood,Alison Doody,Willoughby Gray,Desmond Llewelyn,Robert Brown,Lois Maxwell,Walter Gotell,Geoffrey Keen,Jean Rougerie,Daniel Benzali,Bogdan Kominowski,Papillon Soo,Mary Stavin","John Glen,Barbara Broccoli","paris,london england,france,england,san francisco,horse race,fire,helicopter,drug abuse,terrorist,secret identity,firemen,fire engine,villain,ascot,silicon valley,zeppelin,earthquake,snowboarding,microchip,doping,racehorse,flooding,pipeline,snow,british secret service,skiing"
200,Star Trek: Insurrection,"Science Fiction,Action,Adventure,Thriller","Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,Michael Dorn",Jonathan Frakes,"space opera,retribution,spacecraft officer,exploding ship"
1934,Shakespeare in Love,"Romance,History","Joseph Fiennes,Gwyneth Paltrow,Geoffrey Rush,Tom Wilkinson,Judi Dench,Imelda Staunton,Colin Firth",John Madden,"shakespeare,love of one's life,oscar award,theatre play,theatre group,writer's block,theatre milieu,author,speculative,false history"
8879,Pale Rider,"Romance,Western","Clint Eastwood,Michael Moriarty,Carrie Snodgress,Chris Penn,Richard Dysart,Sydney Penny,Richard Kiel,Doug McGrath,John Russell,Charles Hallahan,Marvin J. McIntyre,Fran Ryan,Richard Hamilton,Graham Paul,Chuck Lafont",Clint Eastwood,"gunslinger,showdown,marshal,blackmail,mine,settler,gold mining town,violence,killer,preacher,gold miner,strange person"
1369,Rambo: First Blood Part II,"Action,Adventure,Thriller,War","Sylvester Stallone,Richard Crenna,Charles Napier,Steven Berkoff,Julia Nickson,George Cheung,Andy Wood,William Ghent,Voyo Goric",George P. Cosmatos,"usa,vietnam veteran,submachine gun,prisoner,prisoners of war,liberation of prisoners,liberation,vietnam,vietnam war,chase,machinegun,u.s. army,forest,photography,government,war,revenge,soldier,agent,denunciation"
1370,Rambo III,"Action,Adventure,Thriller,War","Sylvester Stallone,Richard Crenna,Kurtwood Smith,Spiros Focás,Sasson Gabai,Doudi Shoua,Randy Raney,Marcus Gilbert",Peter MacDonald,"competition,submachine gun,soviet union,liberation,russian,soviet troops,thailand,freedom fighter,afghanistan,war on freedom,machinegun,mujahid,reality show,western,japanese food,soap opera"
1367,Rocky II,Drama,"Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Burgess Meredith,Tony Burton,Joe Spinell",Sylvester Stallone,"transporter,coma,wife husband relationship,intensive care,hero,love of one's life,publicity,boxer,boxing match,training,world champion,victory,sport,hospital"
1371,Rocky III,Drama,"Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Burgess Meredith,Tony Burton,Mr. T",Sylvester Stallone,"transporter,trainer,boxer,dying and death,boxing match,comeback,training,world champion,challenger,rematch,defeat,victory,sport,revenge,fame,wealth"
1374,Rocky IV,Drama,"Sylvester Stallone,Talia Shire,Burt Young,Carl Weathers,Brigitte Nielsen,Tony Burton,Michael Pataki,Dolph Lundgren,R. J. Adams,Barry Tompkins",Sylvester Stallone,"usa,transporter,loss of lover,cold war,soviet union,boxer,kgb,dying and death,loss of powers,boxing match,training,matter of life and death,sibiria,friendship,victory,sport,revenge"
1375,Rocky V,Drama,"Sylvester Stallone,Talia Shire,Burt Young,Sage Stallone,Burgess Meredith,Tommy Morrison,Richard Gant,Tony Burton",John G. Avildsen,"philadelphia,transporter,father son relationship,cataclysm,trainer,restart,bankrupt,boxer,disappointment,career,boxing match,training,world champion,challenger,street riots,sponsorship,challenge,champion,tax consultant,boxing school,praise,friendship,sport,father figure"
1885,The Karate Kid,Drama,"Ralph Macchio,Pat Morita,William Zabka,Martin Kove,Chad McQueen","John G. Avildsen,Alvin Greenman","flat,taskmaster,karate,egg,kids and family,motorcycle"
5825,National Lampoon's Christmas Vacation,Comedy,"Chevy Chase,Beverly D'Angelo,Randy Quaid,Juliette Lewis,Johnny Galecki,John Randolph,Diane Ladd,E.G. Marshall,Doris Roberts,Cody Burger,Ellen Hamilton Latzen,William Hickey",Jeremiah S. Chechik,"holiday,boss,cigar,neighbor,christmas eve,christmas,christmas bonus,jello"
1363,The Hi-Lo Country,"Drama,Action,Western,Romance","Billy Crudup,Woody Harrelson,Patricia Arquette,Penélope Cruz,Cole Hauser,John Diehl,Enrique Castillo",Stephen Frears,"pearl harbor,cowboy,falling off horse,pickup truck,horse riding accident,cattle ranch"
2620,Armed and Dangerous,"Action,Comedy,Crime","John Candy,Eugene Levy,Robert Loggia,Meg Ryan,Kenneth McMillan,Brion James,Jonathan Banks,Don Stroud",Mark L. Lester,"corruption,ex-cop,private detective,criminal defence lawyer"
8388,¡Three Amigos!,"Comedy,Western","Chevy Chase,Steve Martin,Martin Short,Patrice Martinez,Philip Gordon,Alfonso Aráu,Tony Plana,Kai Wulff",John Landis,"mexico,hero,village,united states–mexico barrier,confusion,spoof,western hero,western band,actor"
6187,Dry Cleaning,Drama,"Miou-Miou,Charles Berling,Stanislas Merhar,Mathilde Seigner,Nanou Meister",Anne Fontaine,"france,province,ladykiller,seduction,bisexuality,menage a trois,young man seduces old man,woman director"
8129,My Name Is Joe,"Drama,Romance","Peter Mullan,Louise Goodall,David McKay",Ken Loach,"glasgow,funeral,american football coach,professional soccer player,debt,soccer"
2112,Payback,"Drama,Action,Thriller,Crime","Mel Gibson,Kris Kristofferson,Gregg Henry,Maria Bello,David Paymer,Bill Duke,Deborah Kara Unger","Brian Helgeland,P.R. Tooke,Mark Cotone","new york,heroin,money,criminal"
1542,Office Space,"Comedy,Crime","Ron Livingston,Jennifer Aniston,David Herman,Ajay Naidu,Diedrich Bader,Stephen Root,Gary Cole,Richard Riehle,Alexandra Wentworth,Joe Bays,John C. McGinley,Paul Willson,Kinna McInroe,Todd Duffey,Greg Pitts",Mike Judge,"suburbia,downsizing,software engineer,burnout,dallas texas,beach resort,coworker relationship,laziness,duringcreditsstinger,business rivalry"
26425,Just the Ticket,"Comedy,Romance","Andy García,Andie MacDowell,Richard Bradford,Alice Drummond,Fred Asparagus,Louis Mustillo,Anita Elliott,Patrick Breen,Laura Harris,Don Novello,Ron Leibman,Michael Willis,Jack Cafferty,Molly Wenk,Daniella Garcia-Lorido,Abe Vigoda,Andre B. Blake,Michael P. Moran,Ronald Guttman,Helen Carey,Bobo Lewis,Paunita Nichols",Richard Wenk,"paris,new york,pope,cooking,girlfriend,studies,scalper,crime,ticket"
2362,Westworld,"Action,Adventure,Drama,Horror,Science Fiction,Thriller,Western","Yul Brynner,Richard Benjamin,James Brolin,Norman Bartold,Alan Oppenheimer,Victoria Shaw,Dick Van Patten,Linda Gaye Scott,Steve Franken,Michael T. Mikler,Terry Wilson,Anne Randall,Majel Barrett,Anne Bellamy,Charles Seel,Wade Crosby,Nora Marlowe",Michael Crichton,"man vs machine,android,saloon,future,vacation,robot as menace,survival,cult film,theme park"
1688,Conquest of the Planet of the Apes,"Action,Science Fiction","Roddy McDowall,Don Murray,Ricardo Montalban,Hari Rhodes,Severn Darden,Lou Wagner,Natalie Trundy,John Randolph,Asa Maynor,Joyce Haber,H.M. Wynant,David Chow,Buck Kartalian,John Dennis",J. Lee Thompson,"circus,pet,human being,dystopia,insurrection,army,ape"
1687,Escape from the Planet of the Apes,"Action,Science Fiction","Roddy McDowall,Kim Hunter,Bradford Dillman,Natalie Trundy,Eric Braeden,William Windom",Don Taylor,"spacecraft,pacifism,human being,cage,dystopia,politician,chimpanzee,tease,caving"
100,"Lock, Stock and Two Smoking Barrels","Comedy,Crime","Jason Flemyng,Dexter Fletcher,Nick Moran,Jason Statham,Vinnie Jones,Sting,Steven Mackintosh,Nicholas Rowe,Lenny McLean,P.H. Moriarty,Frank Harper,Huggy Leaver,Stephen Marcus",Guy Ritchie,"ambush,alcohol,shotgun,tea,joint,machismo,cocktail,rifle,marijuana,cockney accent,pot smoking,hatchet,antique,cardsharp,anger,carjacking,piano,strip show,high stakes"
1641,Forces of Nature,"Romance,Comedy","Sandra Bullock,Ben Affleck,Maura Tierney,Steve Zahn,Blythe Danner,Ronny Cox,Michael Fairman,Richard Schiff,Athena Maria Bitzis,Afemo Omilami,David Strickland,Jack Kehler,Janet Carroll,Meredith Scott Lynn,George Wallace,Steve Hytner,John Doe,Anne Haney,Bert Remsen,Julie Ivey","Bronwen Hughes,Cate Hardman","cataclysm,airplane,single,travel,wedding,storm,extramarital affair,woman director"
8583,Dangerous Beauty,"Drama,Romance","Catherine McCormack,Rufus Sewell,Jacqueline Bisset",Marshall Herskovitz,"venice,inquisition,beauty,courtesan,16th century"
603,The Matrix,"Action,Science Fiction","Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Hugo Weaving,Gloria Foster,Joe Pantoliano,Marcus Chong,Paul Goddard,Robert Taylor,Julian Arahanga,Matt Doran,Belinda McClory,Anthony Ray Parker,David Aston,Marc Aden,Ada Nicodemou,Deni Gordon,Rowan Witt","Lana Wachowski,Lilly Wachowski,Victoria Sullivan","saving the world,artificial intelligence,man vs machine,philosophy,prophecy,martial arts,self sacrifice,fight,insurgence,virtual reality,dystopia,truth,cyberpunk,woman director,messiah,gnosticism"
4951,10 Things I Hate About You,"Comedy,Romance,Drama","Heath Ledger,Julia Stiles,Joseph Gordon-Levitt,Larisa Oleynik,David Krumholtz,Andrew Keegan,Susan May Pratt,Gabrielle Union,Larry Miller,Daryl Mitchell,Allison Janney,David Leisure,Greg Jackson,Kyle Cease,Terence Heuston,Cameron Fraser,Eric Riedmann,Quinn Maixner,Demegio Kimbrough,Todd Butler,Dennis Mosley,Bianca Kajlich","Gil Junger,K.C. Colwell,Nancy Karlin","shakespeare,sister,high school,cannabis,deception,teen movie,shrew,archery,feel-good ending,opposites attract,duringcreditsstinger,teenage romance,play adaptation,overprotective father"
8970,The Out-of-Towners,Comedy,"Steve Martin,Goldie Hawn,John Cleese,Mark McKinney,Jessica Cauffiel",Sam Weisman,"new york,travel,misfortune"
1414,Lovers of the Arctic Circle,"Drama,Mystery,Romance","Najwa Nimri,Fele Martínez,Joost Siedhoff,Peru Medem,Sara Valiente,Víctor Hugo Oliveira,Kristel Díaz,Nancho Novo",Julio Médem,"suicide,love at first sight,brother sister relationship,becoming an adult,love of one's life,first time,pilot,scandinavia,snow,fate,coincidence,relationship,divorce,family,antarctic"
6522,Life,"Comedy,Crime","Eddie Murphy,Martin Lawrence,Obba Babatundé,Nick Cassavetes,Bernie Mac,Michael Taliferro,Anthony Anderson,Barry Shabaka Henley",Ted Demme,"mississippi,racist,bootlegging,criminal,life imprisonment"
1902,Open Your Eyes,"Drama,Thriller","Eduardo Noriega,Penélope Cruz,Chete Lera,Fele Martínez,Najwa Nimri,Gérard Barray","Alejandro Amenábar,Carmen Soriano","love triangle,madrid,love of one's life,ladykiller,face operation,fall from skyscraper,virtual reality,life extension,car crash,best friend,psychiatrist,psychiatric"
1946,eXistenZ,"Action,Thriller,Science Fiction,Horror","Jennifer Jason Leigh,Jude Law,Ian Holm,Willem Dafoe,Don McKellar,Oscar Hsu,Callum Keith Rennie,Christopher Eccleston","David Cronenberg,Dug Rotstein","video game,hacker,bodyguard,pop star,virtual reality,dystopia,virtual fight"
1844,Entrapment,"Romance,Drama,Mystery","Sean Connery,Catherine Zeta-Jones,Will Patton,Maury Chaykin,Ving Rhames,Kevin McNally,Terry O'Neill,Madhav Sharma,David Yip,Tim Potter","Jon Amiel,Lisa Vick,James Armstrong,Mads Hansen","london england,new year's eve,skyscraper,burglar,distrust,undercover,blackmail,nudity,thief,heist,older man younger woman relationship,art thief,criminal,art theft,millennium,manhattan, new york city,gala,kuala lumpur malaysia"
6552,Idle Hands,"Thriller,Comedy,Horror","Devon Sawa,Seth Green,Jessica Alba,Vivica A. Fox,Christopher Hart,Jack Noseworthy,Katie Wright,Sean Whalen,Nicholas Sadler,Elden Henson,Fred Willard,Connie Ray",Rodman Flender,"teenager,attic,knitting needle,noise complaint,crawling hand,angel costume,trowel,bass guitarist,priestess"
